[OVERALL], RunTime(ms), 790446
[OVERALL], Throughput(ops/sec), 18.97662838448167
[TOTAL_GCS_G1_Young_Generation], Count, 15
[TOTAL_GC_TIME_G1_Young_Generation], Time(ms), 180
[TOTAL_GC_TIME_%_G1_Young_Generation], Time(%), 0.022771954061378007
[TOTAL_GCS_G1_Old_Generation], Count, 0
[TOTAL_GC_TIME_G1_Old_Generation], Time(ms), 0
[TOTAL_GC_TIME_%_G1_Old_Generation], Time(%), 0.0
[TOTAL_GCs], Count, 15
[TOTAL_GC_TIME], Time(ms), 180
[TOTAL_GC_TIME_%], Time(%), 0.022771954061378007
[READ], Operations, 7451
[READ], AverageLatency(us), 52371.380485840826
[READ], MinLatency(us), 48073
[READ], MaxLatency(us), 248833
[READ], Return=OK, 7451
[READ], 0, 54465.865979381444
[READ], 10000, 53202.44705882353
[READ], 20000, 52842.25
[READ], 30000, 53301.81707317073
[READ], 40000, 51463.08823529412
[READ], 50000, 51739.82474226804
[READ], 60000, 51564.03157894737
[READ], 70000, 51136.191011235955
[READ], 80000, 51403.505263157895
[READ], 90000, 51199.10784313725
[READ], 100000, 51543.86734693877
[READ], 110000, 51974.20879120879
[READ], 120000, 51371.1030927835
[READ], 130000, 51080.930693069306
[READ], 140000, 51558.93137254902
[READ], 150000, 51365.15909090909
[READ], 160000, 51126.0206185567
[READ], 170000, 51560.239583333336
[READ], 180000, 50922.9587628866
[READ], 190000, 51251.17
[READ], 200000, 51266.9494949495
[READ], 210000, 52100.329268292684
[READ], 220000, 51861.457943925234
[READ], 230000, 54648.728155339806
[READ], 240000, 54966.1914893617
[READ], 250000, 51746.24444444444
[READ], 260000, 52508.163265306124
[READ], 270000, 51750.53
[READ], 280000, 51872.57142857143
[READ], 290000, 51390.60824742268
[READ], 300000, 52049.030303030304
[READ], 310000, 51022.45161290323
[READ], 320000, 51001.780952380956
[READ], 330000, 51334.20618556701
[READ], 340000, 51167.75294117647
[READ], 350000, 51994.44680851064
[READ], 360000, 51329.83157894737
[READ], 370000, 51107.09574468085
[READ], 380000, 51789.66292134832
[READ], 390000, 53840.31460674157
[READ], 400000, 55859.32183908046
[READ], 410000, 61620.375
[READ], 420000, 52216.88043478261
[READ], 430000, 52130.94565217391
[READ], 440000, 52273.52577319588
[READ], 450000, 51825.29885057471
[READ], 460000, 52148.25842696629
[READ], 470000, 59231.08791208791
[READ], 480000, 64849.08108108108
[READ], 490000, 53264.563829787236
[READ], 500000, 54399.01162790698
[READ], 510000, 50926.8380952381
[READ], 520000, 51606.64
[READ], 530000, 51447.0
[READ], 540000, 51450.9504950495
[READ], 550000, 50862.96428571428
[READ], 560000, 51090.93939393939
[READ], 570000, 51015.28888888889
[READ], 580000, 51431.617021276594
[READ], 590000, 50875.28282828283
[READ], 600000, 55867.9693877551
[READ], 610000, 57366.573033707864
[READ], 620000, 51220.29885057471
[READ], 630000, 53268.22340425532
[READ], 640000, 54264.758241758245
[READ], 650000, 52582.11304347826
[READ], 660000, 50870.29807692308
[READ], 670000, 51470.197916666664
[READ], 680000, 50775.51162790698
[READ], 690000, 50767.083333333336
[READ], 700000, 53294.6
[READ], 710000, 51591.666666666664
[READ], 720000, 51683.156626506025
[READ], 730000, 51724.27272727273
[READ], 740000, 51757.69072164949
[READ], 750000, 51516.574468085106
[READ], 760000, 52048.51546391752
[READ], 770000, 51402.3679245283
[READ], 780000, 51456.85542168675
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 5.0
[CLEANUP], MinLatency(us), 5
[CLEANUP], MaxLatency(us), 5
[CLEANUP], 0, 5.0
[UPDATE], Operations, 7549
[UPDATE], AverageLatency(us), 52880.443237514904
[UPDATE], MinLatency(us), 48584
[UPDATE], MaxLatency(us), 767893
